_id,moduleId,name,purpose,template,json.operatorId,json.readBy,json.readAt,json.readIp,retentionPeriod,createdBy,createdAt,updatedBy,updatedAt,isDelete,json.requestId,json.requestNumber,json.updatedBy,json.updatedAt,json.updatedIp,json.changes,json.user,json.searchName,json.searchShortCode,json.searchStatus,json.resultCount,json.searchedByName,json.searchedAt,json.investigationDocumentTypeId,json.shortCode,json.name,json.action,json.updatedByName,json.searchInvestigationId,json.searchDocumentTypeId,json.investigationDocumentId,json.investigationId,json.processorName,json.processStatus,json.processedAt,json.investigationTaskId,json.taskName,json.createdByName,json.createdAt,json.readByName,json.fileName,json.officerName,json.caseId,json.timestamp,json.documentId,json.category,json.userName,json.userId,json.userRole,json.district,json.ipAddress,module,isActive,json.fileId,json.fileType,json.categoryId,json.categoryName,json.fieldsCount,json.reason,json.petitionId,json.petitionNumber,json.createdBy,json.fileSize,json.fileContentType,createdIp,updatedIp,json.assignedTo,json.assignedBy,json.assignedAt,json.unitId,json.claimCode,json.displayName,json.severity,json.id,json.deletedBy,json.deletedAt,json.serviceId,json.serviceName,json.deletedIp,json.pipelineCount,json.pipelineId,json.crpcRequestId,json.operatorIds,json.createdIp,json.oldStatus,json.newStatus,json.approvalId,json.dataReceivedId,json.unmatchedCount,json.investigationName,json.status,json.taskExecutionId,json.signaturesCount,json.stampsCount,json.fieldsExtracted,json.processingTimeMs,json.placeholders.name,json.placeholders.email,json.placeholders.createdAt,json.evidenceFileId,json.uploadedBy,json.uploadedAt,json.evidenceCode,json.firNumber,json.operatorType,json.keyField,json.canBeConsolidated,json.requiredData,json.responsibleRole,json.isDelete,json.operatorName,json.includeDeleted,json.recordCount,json.districtId,json.totalFiles,json.autoMatchedCount,json.conflictCount,json.processingStatus,json.receivedAt,json.filePath,json.matchingStatus,json.matchedPipelineId,json.conflictPipelineIds,json.extractedKeyFieldValue,json.fileCount,json.uploadedByName,json.deletionReason,json.deletedByName,json.searchTaskId,json.searchDocumentId,json.pages,json.confidenceScores,json.totalCount,json.passedCount,json.failedCount,json.failedFields,json.fieldName,json.changeType,json.previousValue,json.newValue,json.extractedBy,json.extractedAt,json.claimsCount,json.extractionMethod,json.rejectedBy,json.rejectedAt,json.rejectedCount,json.successfulRejections,json.evidencesCount,json.scoredBy,json.scoredAt,json.updatedCount,json.method,json.version,json.itemsCount,json.recordId,json.serviceIds,json.serviceList,json.zipFilename,json.emailMetaData,json.unmappedBy,json.unmappedAt,json.unmappedIp,json.searchTaskName,json.fieldType,json.isRequired,json.validationRules,json.endpoint,json.statusCode,json.durationMs,json.requestSize,json.responseSize,json.downloadedBy,json.downloadedAt,json.citizenId,json.contactNumber,json.location,json.hasEmail,json.jobName,json.changeSummary,json.component,json.errorMessage,json.errorCode,json.stackTrace,json.requestUrl,json.requestMethod,json.hasText,json.addedBy,json.addedAt,json.addedCount,json.validatedBy,json.validatedAt,json.validatedCount,json.filesCount,json.ratingId,json.rating,json.officerId,json.reportsCount,json.username,json.serviceCount,json.pipelineIds,json.updates,json.mappedBy,json.mappedAt,json.mappedIp,json.keyFieldValue,json.firNo,json.searchedBy,json.searchedIp,json.outputFormat,json.generatedBy,json.generatedAt,json.generatedIp,json.chainId,json.processedBy,json.processedIp,json.remarks,json.testStatus,json.testedByName,json.testedAt,json.pageNumber,json.confidence,json.uploadTimeMs,json.fieldNames,json.environment,json.ruleName,json.criterionName,json.serviceNameOld,json.serviceNameNew,json.operatorTypeOld,json.operatorTypeNew,json.keyFieldOld,json.keyFieldNew,json.canBeConsolidatedOld,json.canBeConsolidatedNew,json.requiredDataOld,json.requiredDataNew,json.responsibleRoleOld,json.responsibleRoleNew,json.fieldChanges,json.requestedBy,json.resolvedBy,json.resolvedAt,json.resolvedIp,json.taskId,json.changeDetails,json.textLength,json.roleName,json.requestCount,json.retriedBy,json.retriedAt,json.retriedIp,json.formattedBy,json.formattedAt,json.formattedIp,json.testFileName,json.changedByName,json.changedAt,json.fieldsChanged,json.modifiedFields,json.ioId,json.ratingsCount,json.personnelId,json.email,json.badgeNo,json.departmentId,json.departmentName,json.rankId,json.rankName,json.mobile,json.gender,json.changedFields,json.previousValues,json.newValues,json.restoredByName,json.restoredBy,json.restoredAt,json.restoredIp,json.successCount,json.successIds,json.failedRecords,json.policeReferenceId,json.districtName,json.unitTypeId,json.unitTypeName,json.parentUnitId,json.parentUnitName,json.responsibleUserId,json.responsibleUserName,json.isVirtual,json.unitName,json.previousUserId,json.previousUserName,json.newUserId,json.newUserName,json.roleId,json.description,json.permissionCount,json.moduleCount,json.permissionsAdded,json.permissionsRemoved,json.permissionId,json.previousStatus,json.moduleId,json.jobId,json.cctnsDepartmentCd,json.activatedByName,json.activatedBy,json.activatedAt,json.activatedIp,json.deactivatedByName,json.deactivatedBy,json.deactivatedAt,json.deactivatedIp,json.cctnsDistrictCd,json.stateName,json.mandalId,json.mandalName,json.cctnsRankCd,json.designationId,json.designationCd,json.mappingId,json.additionalPermissionsCount,json.exclusionPermissionsCount,json.moduleName,json.permissionName,json.loginAt,json.loginIp,json.userAgent,json.failureReason,json.attemptAt,json.expiresAt,json.tokenExpiredAt,json.attemptIp,json.resource,json.changedBy,json.changedIp,json.isSelfChange,json.errorType,json.traceId,json.clientIp,json.errorAt,json.validationErrors,json.requestBody,json.collectionName,json.operation,json.query,json.entityType,json.operatedByName,json.operatedBy,json.operatedAt,json.operatedIp,json.exportFormat,json.filters,json.exportedByName,json.exportedBy,json.exportedAt,json.exportedIp,json.importedByName,json.importedBy,json.importedAt,json.importedIp,json.configKey,json.dbStatus,json.responseTime,json.checkedAt,json.details,json.approvalChainId,json.flowMasterId,json.flowMasterName,json.stepNo,json.assignedToName,json.approvalFlowMasterId,json.code,json.errorMasterId,json.httpStatus,json.count,json.errorLogId,json.feedbackMasterId,json.feedbackType,json.isActive,json.feedbackId,json.feedbackMasterName,json.comments,json.submittedByName,json.submittedBy,json.submittedAt,json.submittedIp,json.promptId,json.promptType,json.promptText,json.executionId,json.promptName,json.outputResult,json.executionTime,json.executedByName,json.executedBy,json.executedAt,json.executedIp,json.unitEnhanceId,json.enhanceType,json.unitVillageId,json.villageName,json.userMappingId,json.permissionMappingId,json.valueSetId,json.key,json.valueCount,json.refreshedByName,json.refreshedBy,json.refreshedAt,json.refreshedIp,json.logMasterId,json.purpose,json.template,json.logTransactionId,json.logMasterName,json.logData,json.logMasterIds,json.originalFileName,json.contentType,json.containerName,json.blobPath,json.isEncrypted,json.uploadedIp,json.downloadedByName,json.downloadedIp,json.streamedByName,json.streamedBy,json.streamedAt,json.streamedIp,json.fileIds,json.fileNames,json.totalSize,json.notificationMasterId,json.notificationType,json.templateTitle,json.templateBody,json.channels,json.notificationId,json.title,json.recipientCount,json.recipientIds,json.priority,json.emittedByName,json.emittedBy,json.emittedAt,json.emittedIp,json.actionType,json.actionData,json.actionByName,json.actionBy,json.actionAt,json.actionIp,json.channel,json.recipientId,json.recipientName,json.attemptedAt,json.subscriptionId,json.deviceName,json.deviceType,json.fcmToken,json.tokenPrefix,json.registeredByName,json.registeredBy,json.registeredAt,json.registeredIp,json.unregisteredByName,json.unregisteredBy,json.unregisteredAt,json.unregisteredIp,json.endpointPrefix,json.subscribedByName,json.subscribedBy,json.subscribedAt,json.subscribedIp,json.unsubscribedByName,json.unsubscribedBy,json.unsubscribedAt,json.unsubscribedIp,json.connectionId,json.connectedAt,json.connectedIp,json.connectionDuration,json.disconnectReason,json.disconnectedAt,json.messageType,json.payloadSize,json.sentAt,json.viewedByName,json.viewedBy,json.viewedAt,json.viewedIp,json.page,json.pageSize,json.unitCode,json.roleCode,json.permissionCode,json.moduleCode,json.jobCode,json.departmentCode,json.districtCode,json.mandalCode,json.rankCode,json.rankLevel,json.designationCode,json.unitTypeCode,json.logCode,json.fromDate,json.toDate,json.infoCount,json.warningCount,json.errorCount,json.deletedCount,json.templatesProcessed,json.limit,json.skip,json.previewedByName,json.previewedBy,json.previewedAt,json.previewedIp,json.contactId,json.unreadOnly,json.unreadCount,json.resentByName,json.resentBy,json.resentAt,json.resentIp,json.totalProcessingTimeMs,json.totalPages,json.documentsDetected,json.documentsProcessed,json.skippedCount,json.module,json.retrievedAt,json.sha256,json.inline,json.blobName,json.container,json.expiresInMinutes,json.permission,json.villageId,json.hierarchyId,json.valueSetName,json.value,json.flowId,json.error,json.testName,json.testId,json.format
69293cb51ce634d8fde56366,691e06beea8033468e05f4f3,LOG.91CRPC.DATA_RECEIVED_FILES.CREATE,Logging of data received file creation operation,"Data received file '{fileName}' (ID: {fileId}, Data Received ID: {dataReceivedId}, File Type: {fileType}, File Size: {fileSize}, Matching Status: {matchingStatus}) was created by {createdBy} on {createdAt} from IP {createdIp}",,,,,60,68ee46b5d4c7a020fdf3a87c,2025-11-28T06:09:57.273Z,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,createdAtValue,,fileNameValue,,,,,,,,,,,,,fileIdValue,fileTypeValue,,,,,,,createdByValue,fileSizeValue,,,,,,,,,,,,,,,,,,,,,createdIpValue,,,,dataReceivedIdValue,,,,,,,,,,,,,,uploadedAtValue,,,,,,,,,,,,districtIdValue,,,,,,filePathValue,matchingStatusValue,matchedPipelineIdValue,conflictPipelineIdsValue,extractedKeyFieldValueValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69293cb51ce634d8fde56368,691e06beea8033468e05f4f3,LOG.91CRPC.DATA_RECEIVED_FILES.UPDATE_STATUS,Logging of data received file status update operation,"Data received file (ID: {fileId}) status was updated from {oldStatus} to {newStatus} (Matched Pipeline ID: {matchedPipelineId}, Conflict Count: {conflictCount}) by {updatedBy} on {updatedAt} from IP {updatedIp}",,,,,60,68ee46b5d4c7a020fdf3a87c,2025-11-28T06:09:57.285Z,,,false,,,updatedByValue,updatedAtValue,updatedIpValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fileIdValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oldStatusValue,newStatusValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conflictCountValue,,,,,matchedPipelineIdValue,conflictPipelineIdsValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69293cb51ce634d8fde56369,691e06beea8033468e05f4f3,LOG.91CRPC.DATA_RECEIVED_FILES.GET_BY_BATCH,Logging of files retrieval by data received batch ID,Files ({fileCount} files) for data received batch (ID: {dataReceivedId}) were retrieved by {readBy} on {readAt} from IP {readIp},,readByValue,readAtValue,readIpValue,60,68ee46b5d4c7a020fdf3a87c,2025-11-28T06:09:57.292Z,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dataReceivedIdValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fileCountValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692ab1070d27366ca5cf1e6d,691e06beea8033468e05f4f3,BULK_TEST_UNIQUE_1,First bulk item,Bulk test 1 by {user},,,,,30,68ee46b5d4c7a020fdf3a87c,2025-11-29T14:08:31.052Z,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692b082ee5b778fc0f876804,691f94ce5cab830ebba7b0ff,LOG.INVESTIGATION_DOCUMENT_TYPE.UPDATE,Log update operations on an Investigation Document Type.,"Investigation Document Type '{name}' (shortCode: {shortCode}, ID: {investigationDocumentTypeId}) was updated with action '{action}' by {updatedByName} at {updatedAt}.",,,,,60,68ee46b5d4c7a020fdf3a87c,2025-11-29T20:20:22.356Z,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692b082ee5b778fc0f876810,691f94ce5cab830ebba7b0ff,LOG.INVESTIGATION_DOCUMENT.UPLOAD,Log document upload.,Document '{fileName}' (ID: {investigationDocumentId}) for Investigation {investigationId} and Document Type {investigationDocumentTypeId} was uploaded by {uploadedByName} at {uploadedAt}.,,,,,60,68ee46b5d4c7a020fdf3a87c,2025-11-29T20:20:22.453Z,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692b0a33e5b778fc0f87681c,691f94ce5cab830ebba7b0ff,LOG.INVESTIGATION_TASK.DELETE,Log soft deletion of Investigation Task.,Investigation Task {taskName} (ID: {investigationTaskId}) was soft deleted by {deletedByName} at {deletedAt} with reason {deletionReason}.,,,,,60,68ee46b5d4c7a020fdf3a87c,2025-11-29T20:28:59.403Z,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692b0a33e5b778fc0f87681f,691f94ce5cab830ebba7b0ff,LOG.TASK_EXECUTION.SEARCH,Log search operation on Task Executions.,"Task Execution search performed by {searchedByName} at {searchedAt} with filters (taskId: {searchTaskId}, documentId: {searchDocumentId}, status: {searchStatus}). Result count: {resultCount}.",,,,,60,68ee46b5d4c7a020fdf3a87c,2025-11-29T20:28:59.427Z,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692b0a33e5b778fc0f876820,691f94ce5cab830ebba7b0ff,LOG.TASK_EXECUTION.READ,Log read by ID operation for Task Execution.,Task Execution (ID: {taskExecutionId}) for Task {investigationTaskId} was read by {readByName} at {readAt}.,,,,,60,68ee46b5d4c7a020fdf3a87c,2025-11-29T20:28:59.435Z,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692f30f4a71ccbd59593eb6c,691f95b45cab830ebba7b101,LOG.DOCS2DATA.DOCUMENT.UPLOAD,Track when clerk uploads a document for AI extraction,"Document '{fileName}' ({fileType}, {fileSize} bytes) uploaded by {userName} from {district} at {timestamp} from IP {ipAddress}",,,,,365,,2025-12-02T18:33:23.769Z,,2025-12-03T10:20:08.307Z,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,docs2data,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692f30f5a71ccbd59593eb77,691f95b45cab830ebba7b101,LOG.DOCS2DATA.SIGNATURE.DETECTED,Track signatures detected by YOLO model,{signaturesCount} signature(s) detected in '{fileName}' on page(s): {pages} at {timestamp},,,,,365,,2025-12-02T18:33:25.098Z,,2025-12-03T10:20:08.908Z,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,docs2data,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692f30f6a71ccbd59593eb7e,691f95b45cab830ebba7b101,LOG.DOCS2DATA.VALIDATION.RUN,Track field validation execution,Validation run on document '{documentId}' - {passedCount}/{totalCount} fields passed at {timestamp},,,,,180,,2025-12-02T18:33:25.727Z,,2025-12-03T10:20:09.283Z,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,docs2data,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692f30f8a71ccbd59593eb83,691f95b45cab830ebba7b101,LOG.DOCS2DATA.MASTERDATA.FIELD.UPDATE,Track field update in document type,Field '{fieldName}' in '{categoryName}' updated by {userName} - {changeType} at {timestamp} from IP {ipAddress},,,,,1825,,2025-12-02T18:33:28.307Z,,2025-12-03T10:20:09.551Z,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,docs2data,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
